sample	strainID	genus	species	count	count.correct
HPanc4-d9	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc4-d9	HAMBI-2160	Bordetella	avium	0	0
HPanc4-d9	HAMBI-2164	Cupriavidus	necator	0	0
HPanc4-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc4-d9	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	1452	1488
HPanc4-d9	HAMBI-2792	Moraxella	canis	0	0
HPanc4-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc4-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d13	HAMBI-0006	Pseudomonas	putida	14	6
HPanc5-d13	HAMBI-0097	Acinetobacter	lwoffii	1	0
HPanc5-d13	HAMBI-0105	Agrobacterium	tumefaciens	101	310
HPanc5-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d13	HAMBI-0403	Comamonas	testosteroni	527	3634
HPanc5-d13	HAMBI-1279	Hafnia	alvei	170	111
HPanc5-d13	HAMBI-1287	Citrobacter	koseri	647	298
HPanc5-d13	HAMBI-1292	Morganella	morganii	10862	5500
HPanc5-d13	HAMBI-1299	Kluyvera	intermedia	2	1
HPanc5-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	7	8
HPanc5-d13	HAMBI-1923	Myroides	odoratus	1793	1716
HPanc5-d13	HAMBI-1972	Aeromonas	caviae	180	119
HPanc5-d13	HAMBI-1977	Pseudomonas	chlororaphis	4879	5819
HPanc5-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d13	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	8170	9830
HPanc5-d13	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPanc5-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc5-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d17	HAMBI-0403	Comamonas	testosteroni	0	0
HPanc5-d17	HAMBI-1279	Hafnia	alvei	0	0
HPanc5-d17	HAMBI-1287	Citrobacter	koseri	1	0
HPanc5-d17	HAMBI-1292	Morganella	morganii	10587	4757
HPanc5-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc5-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc5-d17	HAMBI-1923	Myroides	odoratus	3	3
HPanc5-d17	HAMBI-1972	Aeromonas	caviae	11	6
HPanc5-d17	HAMBI-1977	Pseudomonas	chlororaphis	99828	105661
HPanc5-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d17	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d17	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	32	34
HPanc5-d17	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d21	HAMBI-0006	Pseudomonas	putida	0	0
HPanc5-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc5-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d21	HAMBI-0403	Comamonas	testosteroni	2	14
HPanc5-d21	HAMBI-1279	Hafnia	alvei	0	0
HPanc5-d21	HAMBI-1287	Citrobacter	koseri	0	0
HPanc5-d21	HAMBI-1292	Morganella	morganii	15064	7769
HPanc5-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc5-d21	HAMBI-1923	Myroides	odoratus	2	2
HPanc5-d21	HAMBI-1972	Aeromonas	caviae	3	2
HPanc5-d21	HAMBI-1977	Pseudomonas	chlororaphis	33895	41174
HPanc5-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d21	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d21	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	22	27
HPanc5-d21	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d29	HAMBI-0006	Pseudomonas	putida	1	0
HPanc5-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc5-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d29	HAMBI-0403	Comamonas	testosteroni	0	0
HPanc5-d29	HAMBI-1279	Hafnia	alvei	0	0
HPanc5-d29	HAMBI-1287	Citrobacter	koseri	163	85
HPanc5-d29	HAMBI-1292	Morganella	morganii	63572	36385
HPanc5-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc5-d29	HAMBI-1923	Myroides	odoratus	5	5
HPanc5-d29	HAMBI-1972	Aeromonas	caviae	541	405
HPanc5-d29	HAMBI-1977	Pseudomonas	chlororaphis	78495	105822
HPanc5-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d29	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d29	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	209	284
HPanc5-d29	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d45	HAMBI-0006	Pseudomonas	putida	0	0
HPanc5-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc5-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d45	HAMBI-0403	Comamonas	testosteroni	420	3718
HPanc5-d45	HAMBI-1279	Hafnia	alvei	0	0
HPanc5-d45	HAMBI-1287	Citrobacter	koseri	441	261
HPanc5-d45	HAMBI-1292	Morganella	morganii	18683	12144
HPanc5-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc5-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc5-d45	HAMBI-1923	Myroides	odoratus	598	735
HPanc5-d45	HAMBI-1972	Aeromonas	caviae	30	25
HPanc5-d45	HAMBI-1977	Pseudomonas	chlororaphis	3702	5668
HPanc5-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d45	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d45	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	2431	3755
HPanc5-d45	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d5	HAMBI-0006	Pseudomonas	putida	3489	1025
HPanc5-d5	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d5	HAMBI-0105	Agrobacterium	tumefaciens	4917	10207
HPanc5-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d5	HAMBI-0403	Comamonas	testosteroni	1935	9019
HPanc5-d5	HAMBI-1279	Hafnia	alvei	1406	623
HPanc5-d5	HAMBI-1287	Citrobacter	koseri	2027	631
HPanc5-d5	HAMBI-1292	Morganella	morganii	1173	401
HPanc5-d5	HAMBI-1299	Kluyvera	intermedia	262	62
HPanc5-d5	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2022	1503
HPanc5-d5	HAMBI-1923	Myroides	odoratus	6862	4439
HPanc5-d5	HAMBI-1972	Aeromonas	caviae	337	151
HPanc5-d5	HAMBI-1977	Pseudomonas	chlororaphis	8362	6741
HPanc5-d5	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d5	HAMBI-2159	Paraburkholderia	caryophylli	10	6
HPanc5-d5	HAMBI-2160	Bordetella	avium	8	40
HPanc5-d5	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d5	HAMBI-2494	Paraburkholderia	kururiensis	15	64
HPanc5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	11168	9083
HPanc5-d5	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d61	HAMBI-0006	Pseudomonas	putida	0	0
HPanc5-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPanc5-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d61	HAMBI-0403	Comamonas	testosteroni	577	5131
HPanc5-d61	HAMBI-1279	Hafnia	alvei	0	0
HPanc5-d61	HAMBI-1287	Citrobacter	koseri	1073	637
HPanc5-d61	HAMBI-1292	Morganella	morganii	97118	63413
HPanc5-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HPanc5-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPanc5-d61	HAMBI-1923	Myroides	odoratus	7325	9041
HPanc5-d61	HAMBI-1972	Aeromonas	caviae	349	298
HPanc5-d61	HAMBI-1977	Pseudomonas	chlororaphis	35593	54742
HPanc5-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d61	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d61	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	15908	24681
HPanc5-d61	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HPanc5-d9	HAMBI-0006	Pseudomonas	putida	73	25
HPanc5-d9	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPanc5-d9	HAMBI-0105	Agrobacterium	tumefaciens	861	2117
HPanc5-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HPanc5-d9	HAMBI-0403	Comamonas	testosteroni	925	5107
HPanc5-d9	HAMBI-1279	Hafnia	alvei	786	412
HPanc5-d9	HAMBI-1287	Citrobacter	koseri	1069	394
HPanc5-d9	HAMBI-1292	Morganella	morganii	5559	2254
HPanc5-d9	HAMBI-1299	Kluyvera	intermedia	31	9
HPanc5-d9	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPanc5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	37	33
HPanc5-d9	HAMBI-1923	Myroides	odoratus	2126	1629
HPanc5-d9	HAMBI-1972	Aeromonas	caviae	292	155
HPanc5-d9	HAMBI-1977	Pseudomonas	chlororaphis	5159	4927
HPanc5-d9	HAMBI-1988	Chitinophaga	sancti	0	0
HPanc5-d9	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPanc5-d9	HAMBI-2160	Bordetella	avium	0	0
HPanc5-d9	HAMBI-2164	Cupriavidus	necator	0	0
HPanc5-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
HPanc5-d9	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPanc5-d9	HAMBI-2659	Stenotrophomonas	maltophilia	3898	3755
HPanc5-d9	HAMBI-2792	Moraxella	canis	0	0
HPanc5-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HPanc5-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d13	HAMBI-0006	Pseudomonas	putida	4	2
HPevo2-d13	HAMBI-0097	Acinetobacter	lwoffii	1	0
HPevo2-d13	HAMBI-0105	Agrobacterium	tumefaciens	3	11
HPevo2-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d13	HAMBI-0403	Comamonas	testosteroni	64	537
HPevo2-d13	HAMBI-1279	Hafnia	alvei	118	94
HPevo2-d13	HAMBI-1287	Citrobacter	koseri	1197	671
HPevo2-d13	HAMBI-1292	Morganella	morganii	5336	3290
HPevo2-d13	HAMBI-1299	Kluyvera	intermedia	3	1
HPevo2-d13	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d13	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo2-d13	HAMBI-1923	Myroides	odoratus	331	386
HPevo2-d13	HAMBI-1972	Aeromonas	caviae	37	30
HPevo2-d13	HAMBI-1977	Pseudomonas	chlororaphis	2863	4158
HPevo2-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d13	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d13	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d13	HAMBI-2659	Stenotrophomonas	maltophilia	1668	2444
HPevo2-d13	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d17	HAMBI-0006	Pseudomonas	putida	0	0
HPevo2-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo2-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d17	HAMBI-0403	Comamonas	testosteroni	1771	10681
HPevo2-d17	HAMBI-1279	Hafnia	alvei	0	0
HPevo2-d17	HAMBI-1287	Citrobacter	koseri	621	250
HPevo2-d17	HAMBI-1292	Morganella	morganii	15977	7075
HPevo2-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo2-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo2-d17	HAMBI-1923	Myroides	odoratus	4203	3518
HPevo2-d17	HAMBI-1972	Aeromonas	caviae	1412	817
HPevo2-d17	HAMBI-1977	Pseudomonas	chlororaphis	10486	10938
HPevo2-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d17	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d17	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d17	HAMBI-2659	Stenotrophomonas	maltophilia	22789	23980
HPevo2-d17	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d21	HAMBI-0006	Pseudomonas	putida	0	0
HPevo2-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d21	HAMBI-0105	Agrobacterium	tumefaciens	5	15
HPevo2-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d21	HAMBI-0403	Comamonas	testosteroni	211	1419
HPevo2-d21	HAMBI-1279	Hafnia	alvei	0	0
HPevo2-d21	HAMBI-1287	Citrobacter	koseri	109	49
HPevo2-d21	HAMBI-1292	Morganella	morganii	4113	2032
HPevo2-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo2-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo2-d21	HAMBI-1923	Myroides	odoratus	803	750
HPevo2-d21	HAMBI-1972	Aeromonas	caviae	65	42
HPevo2-d21	HAMBI-1977	Pseudomonas	chlororaphis	2087	2428
HPevo2-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d21	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d21	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d21	HAMBI-2659	Stenotrophomonas	maltophilia	3789	4447
HPevo2-d21	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d29	HAMBI-0006	Pseudomonas	putida	94	33
HPevo2-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d29	HAMBI-0105	Agrobacterium	tumefaciens	379	946
HPevo2-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d29	HAMBI-0403	Comamonas	testosteroni	2310	12946
HPevo2-d29	HAMBI-1279	Hafnia	alvei	35	19
HPevo2-d29	HAMBI-1287	Citrobacter	koseri	1015	380
HPevo2-d29	HAMBI-1292	Morganella	morganii	15205	6257
HPevo2-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo2-d29	HAMBI-1842	Sphingobium	yanoikuyae	1	0
HPevo2-d29	HAMBI-1896	Sphingobacterium	spiritivorum	3	3
HPevo2-d29	HAMBI-1923	Myroides	odoratus	2936	2284
HPevo2-d29	HAMBI-1972	Aeromonas	caviae	596	320
HPevo2-d29	HAMBI-1977	Pseudomonas	chlororaphis	10175	9863
HPevo2-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d29	HAMBI-2160	Bordetella	avium	10	60
HPevo2-d29	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d29	HAMBI-2659	Stenotrophomonas	maltophilia	15886	15534
HPevo2-d29	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d45	HAMBI-0006	Pseudomonas	putida	0	0
HPevo2-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HPevo2-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d45	HAMBI-0403	Comamonas	testosteroni	1198	9045
HPevo2-d45	HAMBI-1279	Hafnia	alvei	0	0
HPevo2-d45	HAMBI-1287	Citrobacter	koseri	1598	805
HPevo2-d45	HAMBI-1292	Morganella	morganii	27090	15019
HPevo2-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo2-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo2-d45	HAMBI-1923	Myroides	odoratus	2237	2344
HPevo2-d45	HAMBI-1972	Aeromonas	caviae	24	17
HPevo2-d45	HAMBI-1977	Pseudomonas	chlororaphis	3919	5118
HPevo2-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d45	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d45	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d45	HAMBI-2659	Stenotrophomonas	maltophilia	11712	15429
HPevo2-d45	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d5	HAMBI-0006	Pseudomonas	putida	1660	723
HPevo2-d5	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d5	HAMBI-0105	Agrobacterium	tumefaciens	320	986
HPevo2-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d5	HAMBI-0403	Comamonas	testosteroni	163	1128
HPevo2-d5	HAMBI-1279	Hafnia	alvei	1411	927
HPevo2-d5	HAMBI-1287	Citrobacter	koseri	1485	686
HPevo2-d5	HAMBI-1292	Morganella	morganii	843	428
HPevo2-d5	HAMBI-1299	Kluyvera	intermedia	184	65
HPevo2-d5	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d5	HAMBI-1896	Sphingobacterium	spiritivorum	32	35
HPevo2-d5	HAMBI-1923	Myroides	odoratus	1154	1108
HPevo2-d5	HAMBI-1972	Aeromonas	caviae	4	3
HPevo2-d5	HAMBI-1977	Pseudomonas	chlororaphis	2184	2613
HPevo2-d5	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d5	HAMBI-2159	Paraburkholderia	caryophylli	2	2
HPevo2-d5	HAMBI-2160	Bordetella	avium	4	30
HPevo2-d5	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d5	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d5	HAMBI-2659	Stenotrophomonas	maltophilia	3448	4162
HPevo2-d5	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d5	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d5	HAMBI-3237	Microvirga	lotononidis	1	1
HPevo2-d61	HAMBI-0006	Pseudomonas	putida	0	0
HPevo2-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d61	HAMBI-0105	Agrobacterium	tumefaciens	1	5
HPevo2-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d61	HAMBI-0403	Comamonas	testosteroni	31	330
HPevo2-d61	HAMBI-1279	Hafnia	alvei	0	0
HPevo2-d61	HAMBI-1287	Citrobacter	koseri	1309	930
HPevo2-d61	HAMBI-1292	Morganella	morganii	135445	105834
HPevo2-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HPevo2-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HPevo2-d61	HAMBI-1923	Myroides	odoratus	19	28
HPevo2-d61	HAMBI-1972	Aeromonas	caviae	108	110
HPevo2-d61	HAMBI-1977	Pseudomonas	chlororaphis	27698	50979
HPevo2-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HPevo2-d61	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d61	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d61	HAMBI-2659	Stenotrophomonas	maltophilia	7465	13860
HPevo2-d61	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo2-d9	HAMBI-0006	Pseudomonas	putida	23	10
HPevo2-d9	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo2-d9	HAMBI-0105	Agrobacterium	tumefaciens	190	612
HPevo2-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo2-d9	HAMBI-0403	Comamonas	testosteroni	865	6252
HPevo2-d9	HAMBI-1279	Hafnia	alvei	3574	2454
HPevo2-d9	HAMBI-1287	Citrobacter	koseri	5916	2855
HPevo2-d9	HAMBI-1292	Morganella	morganii	12536	6654
HPevo2-d9	HAMBI-1299	Kluyvera	intermedia	253	93
HPevo2-d9	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HPevo2-d9	HAMBI-1896	Sphingobacterium	spiritivorum	5	6
HPevo2-d9	HAMBI-1923	Myroides	odoratus	1124	1128
HPevo2-d9	HAMBI-1972	Aeromonas	caviae	12	8
HPevo2-d9	HAMBI-1977	Pseudomonas	chlororaphis	11256	14072
HPevo2-d9	HAMBI-1988	Chitinophaga	sancti	0	0
HPevo2-d9	HAMBI-2159	Paraburkholderia	caryophylli	1	1
HPevo2-d9	HAMBI-2160	Bordetella	avium	0	0
HPevo2-d9	HAMBI-2164	Cupriavidus	necator	0	0
HPevo2-d9	HAMBI-2443	Paracoccus	denitrificans	0	0
HPevo2-d9	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HPevo2-d9	HAMBI-2659	Stenotrophomonas	maltophilia	6165	7775
HPevo2-d9	HAMBI-2792	Moraxella	canis	0	0
HPevo2-d9	HAMBI-3031	Niabella	yanshanensis	0	0
HPevo2-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HPevo3-d13	HAMBI-0006	Pseudomonas	putida	0	0
HPevo3-d13	HAMBI-0097	Acinetobacter	lwoffii	0	0
HPevo3-d13	HAMBI-0105	Agrobacterium	tumefaciens	3	11
HPevo3-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HPevo3-d13	HAMBI-0403	Comamonas	testosteroni	93	737
HPevo3-d13	HAMBI-1279	Hafnia	alvei	125	94
HPevo3-d13	HAMBI-1287	Citrobacter	koseri	1343	711
HPevo3-d13	HAMBI-1292	Morganella	morganii	5160	3003
HPevo3-d13	HAMBI-1299	Kluyvera	intermedia	1	0
